Id;ActiveDate;EndDate;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;SaleType;SaleCondition;SalePrice;DateSold
643;2018-02-25;2024-03-23;80.0;rl;75.0;13860;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;slvl;8;7;1972;1995;gable;compshg;plywood;wd sdng;none;0.0;gd;ta;cblock;gd;ta;gd;glq;1410;unf;0;542;gasa;gd;y;sbrkr;2000;704;0;1.0;0;2;1.0;4;1;ex;9;typ;3;ta;attchd;1972.0;fin;2;538;ta;ta;y;269;111;0;0;0;0;‘’;mnprv;0;0;wd;normal;345000.0;2009-07-20
644;2018-02-25;2024-03-24;60.0;rl;80.0;10793;pave;‘’;reg;lvl;allpub;inside;gtl;nwames;rran;norm;1fam;2story;5;5;1969;1969;mansard;compshg;wdshing;hdboard;brkface;263.0;ta;ta;cblock;ta;ta;no;rec;493;blq;287;0;gasa;ex;y;sbrkr;780;840;0;0.0;0;2;1.0;4;1;ta;7;min1;0;‘’;attchd;1969.0;fin;2;462;ta;ta;y;208;0;0;0;0;0;‘’;gdwo;0;0;wd;normal;152000.0;2007-04-20
645;2018-02-25;2024-03-25;20.0;fv;85.0;9187;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;1story;9;5;2009;2009;gable;compshg;cemntbd;cmentbd;stone;162.0;ex;ta;pconc;ex;ta;mn;glq;1121;unf;0;645;gasa;ex;y;sbrkr;1766;0;0;1.0;0;2;1.0;2;1;ex;7;typ;1;gd;attchd;2009.0;fin;3;478;ta;ta;y;195;130;0;0;0;0;‘’;‘’;0;0;new;partial;370878.0;2009-10-20
646;2018-02-25;2024-03-26;20.0;rl;0.0;10530;pave;‘’;ir1;lvl;allpub;corner;gtl;names;norm;norm;1fam;1story;6;5;1971;1971;hip;compshg;plywood;plywood;none;0.0;ta;ta;cblock;ta;ta;no;alq;282;lwq;35;664;gasa;ta;y;sbrkr;981;0;0;1.0;0;1;1.0;3;1;ta;5;typ;0;‘’;detchd;1979.0;unf;2;576;ta;ta;y;0;312;40;0;0;0;‘’;‘’;0;0;wd;normal;143250.0;2007-03-20
647;2018-02-25;2024-03-27;20.0;rl;60.0;7200;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;5;1950;1950;hip;compshg;metalsd;metalsd;none;0.0;ta;ta;cblock;‘’;‘’;‘’;‘’;0;‘’;0;0;gasa;gd;y;sbrkr;1048;0;0;0.0;0;1;0.0;3;1;ta;7;min1;0;‘’;detchd;1950.0;unf;2;420;ta;ta;y;0;27;0;0;0;0;‘’;‘’;0;0;wd;normal;98300.0;2008-07-20
648;2018-02-25;2024-03-28;20.0;rl;85.0;10452;pave;‘’;ir1;lvl;allpub;inside;gtl;edwards;norm;norm;1fam;1story;6;5;1953;1953;hip;compshg;wd sdng;wd sdng;stone;216.0;ta;ta;cblock;ta;ta;mn;rec;500;unf;0;594;gasa;ex;y;sbrkr;1094;0;0;0.0;0;1;0.0;3;1;ta;5;typ;2;gd;attchd;1953.0;rfn;2;495;ta;ta;y;0;0;0;0;287;0;‘’;‘’;0;0;wd;normal;155000.0;2008-06-20
649;2018-02-25;2024-03-29;60.0;rl;70.0;7700;pave;‘’;reg;lvl;allpub;inside;gtl;names;posn;norm;1fam;2story;6;5;1966;1966;gable;compshg;metalsd;metalsd;brkface;351.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;756;gasa;ta;y;sbrkr;1051;788;0;0.0;0;1;1.0;4;1;ta;7;typ;1;ta;attchd;1966.0;unf;2;442;ta;ta;y;0;124;216;0;0;0;‘’;‘’;0;0;wd;normal;155000.0;2010-06-20
650;2018-02-25;2024-03-30;180.0;rm;21.0;1936;pave;‘’;reg;lvl;allpub;inside;gtl;meadowv;norm;norm;twnhs;sfoyer;4;6;1970;1970;gable;compshg;cemntbd;cmentbd;none;0.0;ta;ta;cblock;gd;ta;av;blq;131;glq;499;0;gasa;gd;y;sbrkr;630;0;0;1.0;0;1;0.0;1;1;ta;3;typ;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;y;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;84500.0;2007-12-20
651;2018-02-25;2024-03-31;60.0;fv;65.0;8125;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;2story;7;6;2007;2007;gable;compshg;cemntbd;cmentbd;0.0;0.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;813;gasa;ex;y;sbrkr;822;843;0;0.0;0;2;1.0;3;1;gd;7;typ;0;‘’;attchd;2007.0;rfn;2;562;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;205950.0;2008-05-20
652;2018-02-25;2024-04-01;70.0;rl;60.0;9084;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;artery;norm;1fam;2story;4;5;1940;1950;gable;compshg;metalsd;metalsd;none;0.0;ta;ta;cblock;ta;ta;mn;unf;0;unf;0;755;gasa;ta;y;sbrkr;755;755;0;1.0;0;1;0.0;4;1;ta;7;typ;1;gd;detchd;1940.0;unf;1;296;fa;po;p;120;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;108000.0;2009-10-20
653;2018-02-25;2024-04-02;60.0;rl;70.0;8750;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;2story;7;5;1996;1996;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;880;gasa;ex;y;sbrkr;909;807;0;0.0;0;2;1.0;2;1;gd;7;typ;1;ta;attchd;1996.0;rfn;2;512;ta;ta;y;0;120;0;0;0;0;‘’;‘’;0;0;wd;normal;191000.0;2009-07-20
654;2018-02-25;2024-04-03;50.0;rm;60.0;10320;pave;grvl;reg;lvl;allpub;inside;gtl;idotrr;norm;norm;1fam;1.5fin;6;7;1906;1995;gable;compshg;metalsd;metalsd;none;0.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;756;gasa;ex;y;sbrkr;756;713;0;0.0;0;1;0.0;3;1;ta;7;typ;0;‘’;detchd;1906.0;unf;1;216;ta;ta;y;57;0;239;0;0;0;‘’;mnprv;0;0;wd;normal;135000.0;2008-06-20
655;2018-02-25;2024-04-04;20.0;rl;91.0;10437;pave;‘’;ir1;lvl;allpub;inside;gtl;noridge;norm;norm;1fam;1story;8;6;1995;1995;hip;compshg;metalsd;metalsd;brkface;660.0;gd;gd;pconc;gd;ta;gd;glq;1696;unf;0;413;gasa;ex;y;sbrkr;2113;0;0;1.0;0;2;1.0;2;1;gd;7;typ;1;ta;attchd;1995.0;fin;3;839;ta;ta;y;236;46;0;0;0;0;‘’;‘’;0;0;wd;normal;350000.0;2008-08-20
656;2018-02-25;2024-04-05;160.0;rm;21.0;1680;pave;‘’;reg;lvl;allpub;inside;gtl;brdale;norm;norm;twnhs;2story;6;5;1971;1971;gable;compshg;hdboard;imstucc;brkface;381.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;525;gasa;ta;y;sbrkr;525;567;0;0.0;0;1;1.0;3;1;ta;6;typ;0;‘’;detchd;1971.0;unf;1;264;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;wd;family;88000.0;2010-03-20
657;2018-02-25;2024-04-06;20.0;rl;72.0;10007;pave;‘’;ir1;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;7;1959;2006;gable;compshg;hdboard;hdboard;brkface;54.0;gd;ta;cblock;ta;ta;no;alq;806;unf;0;247;gasa;ex;y;sbrkr;1053;0;0;1.0;0;1;1.0;3;1;gd;5;typ;0;‘’;attchd;1959.0;rfn;1;312;ta;ta;y;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;145500.0;2008-08-20
658;2018-02-25;2024-04-07;70.0;rl;60.0;7200;pave;‘’;reg;hls;allpub;inside;mod;crawfor;norm;norm;1fam;2story;7;6;1931;2000;gable;compshg;stucco;wd shng;none;0.0;ta;fa;brktil;gd;ta;no;unf;0;unf;0;776;gasa;ta;y;sbrkr;851;651;0;0.0;0;1;1.0;3;1;ta;6;typ;1;gd;attchd;1931.0;rfn;1;270;ta;ta;p;0;0;112;0;0;0;‘’;mnprv;0;0;wd;normal;149000.0;2008-02-20
659;2018-02-25;2024-04-08;50.0;rl;78.0;17503;pave;‘’;reg;lvl;allpub;inside;gtl;names;artery;norm;1fam;1.5fin;6;5;1948;1950;gable;compshg;vinylsd;vinylsd;none;0.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;912;gasa;ta;y;sbrkr;912;546;0;0.0;1;1;0.0;3;1;ta;6;typ;1;gd;attchd;1948.0;unf;1;330;ta;ta;y;192;0;0;0;0;0;‘’;‘’;0;0;wd;abnorml;97500.0;2010-01-20
660;2018-02-25;2024-04-09;20.0;rl;75.0;9937;pave;‘’;reg;lvl;allpub;corner;gtl;edwards;norm;norm;1fam;1story;5;7;1964;1999;hip;compshg;metalsd;metalsd;none;0.0;ta;gd;pconc;ta;ta;no;blq;637;unf;0;849;gasa;ex;y;sbrkr;1486;0;0;1.0;0;1;0.0;3;1;ta;7;typ;0;‘’;detchd;1968.0;fin;2;480;ta;ta;y;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;167000.0;2009-03-20
661;2018-02-25;2024-04-10;60.0;rl;0.0;12384;pave;‘’;reg;lvl;allpub;culdsac;gtl;nwames;norm;norm;1fam;2story;7;7;1976;1976;gable;compshg;plywood;plywood;brkface;233.0;ta;ta;cblock;gd;ta;no;unf;0;unf;0;793;gasa;ta;y;sbrkr;1142;793;0;0.0;0;2;1.0;3;1;ta;7;typ;1;ta;attchd;1976.0;rfn;2;550;ta;ta;y;0;113;252;0;0;0;‘’;‘’;0;0;wd;normal;197900.0;2007-11-20
662;2018-02-25;2024-04-11;60.0;rl;52.0;46589;pave;‘’;ir2;lvl;allpub;culdsac;gtl;noridge;norm;norm;1fam;2story;8;7;1994;2005;hip;compshg;vinylsd;vinylsd;brkface;528.0;gd;ta;pconc;gd;gd;no;glq;1361;rec;180;88;gasa;ex;y;sbrkr;1686;762;0;1.0;0;2;1.0;4;1;gd;8;typ;1;ta;attchd;1994.0;rfn;3;711;ta;ta;y;517;76;0;0;0;0;‘’;‘’;0;0;wd;normal;402000.0;2009-07-20
663;2018-02-25;2024-04-12;20.0;rl;120.0;13560;pave;‘’;reg;lvl;allpub;corner;gtl;names;norm;norm;1fam;1story;6;3;1968;1968;hip;compshg;wd sdng;wd sdng;brkface;216.0;ta;ta;cblock;fa;fa;no;unf;0;unf;0;1392;gasa;gd;y;sbrkr;1392;0;0;1.0;0;1;0.0;2;1;ta;5;maj2;2;ta;attchd;1968.0;rfn;2;576;ta;ta;y;0;0;240;0;0;0;‘’;‘’;0;0;wd;normal;110000.0;2009-07-20
664;2018-02-25;2024-04-13;85.0;rl;90.0;10012;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;norm;norm;1fam;sfoyer;4;5;1972;1972;gable;compshg;plywood;plywood;none;0.0;ta;ta;cblock;gd;ta;av;blq;920;rec;180;38;gasa;ta;y;sbrkr;1181;0;0;1.0;0;2;0.0;3;1;ta;6;typ;0;‘’;detchd;1974.0;rfn;2;588;ta;ta;y;0;0;180;0;0;0;‘’;mnprv;0;0;wd;normal;137500.0;2008-04-20
665;2018-02-25;2024-04-14;20.0;rl;49.0;20896;pave;‘’;ir2;lvl;allpub;culdsac;gtl;somerst;rran;norm;1fam;1story;8;5;2005;2006;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;ex;ta;mn;glq;1721;unf;0;356;gasa;ex;y;sbrkr;2097;0;0;1.0;0;1;1.0;1;1;ex;8;typ;1;ex;attchd;2005.0;fin;3;1134;ta;ta;y;192;267;0;0;0;0;‘’;‘’;0;0;new;partial;423000.0;2006-01-20
666;2018-02-25;2024-04-15;60.0;rl;106.0;11194;pave;‘’;ir1;lvl;allpub;corner;gtl;gilbert;norm;norm;1fam;2story;8;5;2000;2000;gable;compshg;vinylsd;vinylsd;brkface;40.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;1406;gasa;ex;y;sbrkr;1454;482;0;0.0;0;2;1.0;3;1;gd;7;typ;1;ta;attchd;2000.0;rfn;2;504;ta;ta;y;188;124;0;0;0;0;‘’;‘’;0;0;wd;normal;230500.0;2006-11-20
667;2018-02-25;2024-04-16;60.0;rl;0.0;18450;pave;‘’;ir1;lvl;allpub;inside;gtl;names;norm;norm;1fam;2story;6;5;1965;1979;flat;tar&grv;plywood;plywood;brkcmn;113.0;ta;gd;cblock;gd;ta;no;lwq;187;rec;723;111;gasa;ta;y;sbrkr;1465;915;0;0.0;0;2;1.0;3;1;ta;7;sev;1;po;carport;1965.0;unf;2;596;ta;ta;y;0;265;0;0;0;0;‘’;‘’;0;0;wd;abnorml;129000.0;2007-08-20
668;2018-02-25;2024-04-17;20.0;rl;65.0;8125;pave;‘’;reg;lvl;allpub;inside;gtl;sawyerw;norm;norm;1fam;1story;6;5;1994;1998;gable;compshg;hdboard;hdboard;brkface;258.0;ta;ta;pconc;gd;ta;no;glq;1138;unf;0;270;gasa;ex;y;sbrkr;1679;0;0;1.0;0;2;0.0;3;1;gd;7;typ;1;fa;attchd;1994.0;rfn;2;575;ta;ta;y;224;42;0;0;0;0;‘’;‘’;0;0;wd;normal;193500.0;2008-10-20
669;2018-02-25;2024-04-18;20.0;rl;0.0;14175;pave;‘’;reg;bnk;allpub;corner;mod;sawyer;norm;norm;1fam;1story;5;6;1956;1987;gable;compshg;cemntbd;wd sdng;none;0.0;ta;ta;cblock;ta;ta;no;rec;988;unf;0;200;gasa;gd;y;sbrkr;1437;0;0;1.0;0;1;1.0;3;1;ta;6;min2;1;ta;detchd;1999.0;unf;2;576;ta;ta;y;304;0;0;0;0;0;‘’;‘’;0;0;wd;normal;168000.0;2006-11-20
670;2018-02-25;2024-04-19;30.0;rl;80.0;11600;pave;‘’;reg;lvl;allpub;inside;gtl;crawfor;norm;norm;1fam;1story;4;5;1922;1950;gable;compshg;metalsd;metalsd;none;0.0;ta;ta;brktil;fa;ta;no;unf;0;unf;0;700;gasa;ex;y;sbrkr;1180;0;0;0.0;0;1;0.0;2;1;fa;5;typ;1;gd;detchd;1922.0;unf;1;252;ta;fa;y;0;0;67;0;0;0;‘’;‘’;0;0;wd;normal;137500.0;2006-07-20
671;2018-02-25;2024-04-20;60.0;rl;64.0;8633;pave;‘’;reg;lvl;allpub;fr2;gtl;collgcr;norm;norm;1fam;2story;6;5;2005;2005;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;glq;193;unf;0;545;gasa;ex;y;sbrkr;738;738;0;1.0;0;2;1.0;3;1;gd;7;typ;0;‘’;attchd;2005.0;fin;2;540;ta;ta;y;100;35;0;0;0;0;‘’;‘’;0;0;wd;normal;173500.0;2009-02-20
672;2018-02-25;2024-04-21;70.0;rh;54.0;6629;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;artery;norm;1fam;2story;6;6;1925;1950;gambrel;compshg;wd sdng;wd sdng;none;0.0;ta;gd;brktil;ta;ta;no;blq;551;unf;0;121;gasa;ta;n;sbrkr;697;672;0;1.0;0;2;0.0;3;1;ta;6;typ;0;‘’;detchd;1930.0;unf;1;300;ta;ta;y;147;0;0;0;0;0;‘’;‘’;0;0;wd;normal;103600.0;2009-07-20
673;2018-02-25;2024-04-22;20.0;rl;0.0;11250;pave;‘’;ir1;lvl;allpub;inside;gtl;veenker;norm;norm;1fam;1story;6;6;1977;1977;gable;compshg;plywood;plywood;none;0.0;gd;ta;cblock;gd;ta;no;alq;767;unf;0;441;gasa;ta;y;sbrkr;1208;0;0;1.0;0;1;1.0;3;1;ta;6;typ;1;ta;attchd;1977.0;rfn;2;546;ta;ta;y;198;42;0;0;0;0;‘’;‘’;0;0;wd;normal;165000.0;2006-06-20
674;2018-02-25;2024-04-23;20.0;rl;110.0;14442;pave;‘’;reg;lvl;allpub;inside;gtl;crawfor;norm;norm;1fam;1story;6;7;1957;2004;hip;compshg;cemntbd;cmentbd;brkface;106.0;ta;ta;pconc;ta;ta;no;glq;1186;unf;0;291;gasa;ex;y;sbrkr;1839;0;0;1.0;0;2;0.0;3;1;gd;7;typ;2;ta;attchd;1957.0;fin;2;416;ta;ta;y;0;87;0;0;200;0;‘’;‘’;0;0;wd;normal;257500.0;2007-06-20
675;2018-02-25;2024-04-24;20.0;rl;80.0;9200;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;6;6;1965;1965;gable;compshg;hdboard;hdboard;none;0.0;ta;ta;cblock;ta;ta;no;rec;892;unf;0;244;gasa;ta;y;sbrkr;1136;0;0;1.0;0;1;0.0;3;1;ta;5;typ;1;gd;attchd;1965.0;rfn;1;384;ta;ta;y;426;0;0;0;0;0;‘’;‘’;0;0;wd;normal;140000.0;2008-07-20
676;2018-02-25;2024-04-25;160.0;rl;24.0;2289;pave;‘’;reg;lvl;allpub;inside;gtl;npkvill;norm;norm;twnhs;2story;6;6;1978;1978;gable;compshg;plywood;brk cmn;none;0.0;ta;ta;cblock;ta;ta;no;alq;311;unf;0;544;gasa;ta;y;sbrkr;855;586;0;0.0;0;2;1.0;3;1;ta;7;typ;1;ta;attchd;1978.0;unf;2;440;ta;ta;y;28;0;0;0;0;0;‘’;‘’;0;0;wd;normal;148500.0;2009-04-20
677;2018-02-25;2024-04-26;70.0;rm;60.0;9600;pave;grvl;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;2story;4;2;1900;1950;gable;compshg;asbshng;stucco;none;0.0;ta;ta;brktil;ta;fa;no;unf;0;unf;0;1095;gasw;fa;n;sbrkr;1095;679;0;1.0;0;2;0.0;4;2;ta;8;min2;0;‘’;2types;1920.0;unf;3;779;fa;fa;n;0;0;90;0;0;0;‘’;‘’;0;0;wd;normal;87000.0;2006-05-20
678;2018-02-25;2024-04-27;30.0;rl;52.0;9022;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1story;5;8;1924;2006;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;brktil;ta;ta;no;unf;0;unf;0;768;gasa;ex;y;sbrkr;792;0;0;0.0;0;1;0.0;2;1;gd;5;typ;0;‘’;detchd;1924.0;unf;1;240;fa;fa;n;316;0;120;0;0;0;‘’;‘’;0;0;wd;normal;109500.0;2009-05-20
679;2018-02-25;2024-04-28;20.0;rl;80.0;11844;pave;‘’;ir1;lvl;allpub;inside;gtl;stonebr;norm;norm;1fam;1story;8;5;2008;2008;hip;compshg;vinylsd;vinylsd;stone;464.0;gd;ta;pconc;ex;ta;mn;unf;0;unf;0;2046;gasa;ex;y;sbrkr;2046;0;0;0.0;0;2;1.0;3;1;gd;7;typ;1;gd;attchd;2008.0;fin;3;834;ta;ta;y;322;82;0;0;0;0;‘’;‘’;0;0;new;partial;372500.0;2009-07-20
680;2018-02-25;2024-04-29;20.0;rl;0.0;9945;pave;‘’;ir1;lvl;allpub;inside;gtl;sawyer;norm;norm;1fam;1story;5;5;1961;1961;hip;compshg;wd sdng;wd sdng;brkface;57.0;ta;ta;cblock;ta;ta;no;rec;827;unf;0;161;gasa;ta;y;sbrkr;988;0;0;1.0;0;1;0.0;3;1;ta;5;typ;0;‘’;detchd;1963.0;unf;2;572;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;128500.0;2007-10-20
681;2018-02-25;2024-04-30;120.0;rl;50.0;8012;pave;‘’;reg;lvl;allpub;inside;gtl;sawyerw;norm;norm;twnhse;1story;6;5;1980;1980;gable;compshg;plywood;plywood;none;0.0;ta;ta;cblock;gd;ta;no;blq;543;blq;119;261;gasa;ta;y;sbrkr;923;0;0;0.0;0;2;0.0;2;1;ta;5;typ;1;ta;attchd;1980.0;rfn;1;264;ta;ta;y;80;0;0;0;0;0;‘’;‘’;0;0;wd;normal;143000.0;2010-05-20
682;2018-02-25;2024-05-01;50.0;rh;55.0;4500;pave;pave;ir2;bnk;allpub;inside;gtl;swisu;norm;norm;1fam;1.5fin;5;5;1932;2000;gable;compshg;vinylsd;stucco;none;0.0;ta;ta;brktil;ta;ta;no;rec;182;unf;0;611;gasa;ex;y;sbrkr;848;672;0;0.0;0;1;0.0;3;1;ta;6;typ;0;‘’;detchd;1968.0;unf;1;281;ta;ta;y;0;0;56;0;0;0;‘’;‘’;0;0;wd;abnorml;159434.0;2009-07-20
683;2018-02-25;2024-05-02;120.0;rl;0.0;2887;pave;‘’;reg;hls;allpub;inside;gtl;clearcr;norm;norm;1fam;1story;6;5;1996;1997;gable;compshg;wd sdng;wd sdng;none;0.0;ta;ta;pconc;gd;ta;mn;glq;1003;unf;0;288;gasa;ex;y;sbrkr;1291;0;0;1.0;0;1;0.0;2;1;gd;6;typ;1;gd;attchd;1996.0;unf;2;431;ta;ta;y;307;0;0;0;0;0;‘’;‘’;0;0;wd;normal;173000.0;2008-11-20
684;2018-02-25;2024-05-03;20.0;rl;90.0;11248;pave;‘’;ir1;lvl;allpub;corner;gtl;collgcr;norm;norm;1fam;1story;9;5;2002;2002;hip;compshg;vinylsd;vinylsd;stone;215.0;gd;ta;pconc;gd;ta;av;glq;1059;unf;0;567;gasa;ex;y;sbrkr;1668;0;0;1.0;0;2;0.0;3;1;gd;7;typ;1;ta;attchd;2002.0;fin;3;702;ta;ta;y;257;45;0;0;0;0;‘’;‘’;0;0;wd;normal;285000.0;2007-07-20
685;2018-02-25;2024-05-04;60.0;rl;58.0;16770;pave;‘’;ir2;lvl;allpub;culdsac;gtl;noridge;norm;norm;1fam;2story;7;5;1998;1998;gable;compshg;vinylsd;vinylsd;brkface;30.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;1195;gasa;gd;y;sbrkr;1195;644;0;0.0;0;2;1.0;4;1;ta;7;typ;0;‘’;attchd;1998.0;fin;2;486;ta;ta;y;0;81;0;0;0;0;‘’;‘’;0;0;wd;normal;221000.0;2010-06-20
686;2018-02-25;2024-05-05;160.0;rl;0.0;5062;pave;‘’;ir1;lvl;allpub;culdsac;gtl;stonebr;norm;norm;twnhse;2story;7;5;1984;1984;gable;compshg;hdboard;hdboard;none;0.0;gd;ta;cblock;gd;ta;mn;glq;828;lwq;182;180;gasa;gd;y;sbrkr;1190;900;0;1.0;0;2;0.0;3;1;gd;6;min1;1;ta;attchd;1984.0;fin;2;577;ta;ta;y;219;0;0;0;0;0;‘’;‘’;0;0;wd;normal;207500.0;2007-09-20
687;2018-02-25;2024-05-06;60.0;fv;84.0;10207;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;2story;7;6;2007;2007;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;874;gasa;ex;y;sbrkr;874;887;0;0.0;0;3;0.0;3;1;gd;7;typ;0;‘’;attchd;2007.0;fin;2;578;ta;ta;y;144;105;0;0;0;0;‘’;‘’;0;0;new;partial;227875.0;2007-08-20
688;2018-02-25;2024-05-07;160.0;fv;0.0;5105;pave;‘’;ir2;lvl;allpub;fr2;gtl;somerst;norm;norm;twnhse;2story;7;5;2004;2004;gable;compshg;metalsd;metalsd;none;0.0;gd;ta;pconc;gd;ta;no;glq;239;unf;0;312;gasa;ex;y;sbrkr;551;551;0;0.0;0;2;1.0;2;1;gd;4;typ;0;‘’;detchd;2004.0;unf;2;480;ta;ta;y;0;60;0;0;0;0;‘’;‘’;0;0;wd;normal;148800.0;2007-03-20
689;2018-02-25;2024-05-08;20.0;rl;60.0;8089;pave;‘’;reg;hls;allpub;inside;gtl;stonebr;norm;norm;1fam;1story;8;6;2007;2007;gable;compshg;metalsd;metalsd;brkface;0.0;gd;ta;pconc;gd;ta;av;glq;945;unf;0;474;gasa;ex;y;sbrkr;1419;0;0;1.0;0;2;0.0;2;1;gd;7;typ;1;gd;attchd;2007.0;rfn;2;567;ta;ta;y;140;0;0;0;0;0;‘’;‘’;0;0;new;partial;392000.0;2007-10-20
690;2018-02-25;2024-05-09;120.0;rl;61.0;7577;pave;‘’;ir1;lvl;allpub;corner;gtl;nridght;norm;norm;twnhse;1story;6;5;2005;2006;gable;compshg;vinylsd;vinylsd;stone;256.0;gd;ta;pconc;gd;ta;av;alq;20;unf;0;1342;gasa;ex;y;sbrkr;1362;0;0;0.0;0;2;0.0;2;1;gd;6;typ;1;gd;attchd;2005.0;rfn;2;460;ta;ta;y;192;28;0;0;0;0;‘’;‘’;0;0;wd;normal;194700.0;2007-06-20
691;2018-02-25;2024-05-10;120.0;rm;0.0;4426;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;twnhse;1story;6;5;2004;2004;gable;compshg;vinylsd;vinylsd;brkface;147.0;gd;ta;pconc;gd;ta;gd;glq;697;unf;0;151;gasa;ex;y;sbrkr;848;0;0;1.0;0;1;0.0;1;1;gd;3;typ;1;ta;attchd;2004.0;rfn;2;420;ta;ta;y;149;0;0;0;0;0;‘’;‘’;0;0;wd;normal;141000.0;2008-05-20
692;2018-02-25;2024-05-11;60.0;rl;104.0;21535;pave;‘’;ir1;lvl;allpub;corner;gtl;noridge;norm;norm;1fam;2story;10;6;1994;1995;gable;wdshngl;hdboard;hdboard;brkface;1170.0;ex;ta;pconc;ex;ta;gd;glq;1455;unf;0;989;gasa;ex;y;sbrkr;2444;1872;0;0.0;1;3;1.0;4;1;ex;10;typ;2;ex;attchd;1994.0;fin;3;832;ta;ta;y;382;50;0;0;0;0;‘’;‘’;0;0;wd;normal;755000.0;2007-01-20
693;2018-02-25;2024-05-12;60.0;rl;42.0;26178;pave;‘’;ir1;lvl;allpub;inside;mod;timber;norm;norm;1fam;2story;7;5;1989;1990;hip;compshg;metalsd;metalsd;brkface;293.0;gd;ta;pconc;gd;ta;gd;glq;965;unf;0;245;gasa;ex;y;sbrkr;1238;1281;0;1.0;0;2;1.0;4;1;gd;9;typ;2;gd;attchd;1989.0;rfn;2;628;ta;ta;y;320;27;0;0;0;0;‘’;‘’;0;0;wd;normal;335000.0;2006-04-20
694;2018-02-25;2024-05-13;30.0;rl;60.0;5400;pave;‘’;reg;lvl;allpub;corner;sev;oldtown;norm;norm;1fam;1story;5;6;1921;1968;gable;compshg;metalsd;metalsd;none;0.0;ta;ta;brktil;ta;ta;no;unf;0;unf;0;1073;gasa;ex;y;sbrkr;1073;0;0;0.0;0;1;0.0;2;1;ta;4;typ;0;‘’;detchd;1968.0;unf;1;326;ta;ta;y;0;0;112;0;0;0;‘’;‘’;0;0;wd;abnorml;108480.0;2006-12-20
