Id;ActiveDate;EndDate;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;SaleType;SaleCondition;SalePrice;DateSold;MonthSold;YearSold;TotalBsmtSF;TotalLivingArea;HouseAge
850;2018-02-25;2024-10-16;80.0;rl;80.0;9600;pave;‘’;reg;lvl;allpub;fr2;gtl;veenker;feedr;norm;1fam;slvl;6;7;1976;1994;hip;compshg;plywood;plywood;brkface;360.0;0.8;0.8;cblock;0.5;0.5;no;unf;0;unf;0;528;gasa;1.0;1.0;sbrkr;1094;761;0;0.0;0;2;1.0;3;1;0.5;7;typ;1;0.5;attchd;1976.0;rfn;2;512;0.5;0.5;1.0;113;100;0;0;0;0;‘’;‘’;0;0;wd;normal;187000.0;2007-08-20;8;2007;528;1855;47
851;2018-02-25;2024-10-17;120.0;rm;36.0;4435;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;twnhse;1story;6;5;2003;2003;gable;compshg;vinylsd;vinylsd;brkface;170.0;0.8;0.5;pconc;0.8;0.5;av;glq;659;unf;0;189;gasa;1.0;1.0;sbrkr;848;0;0;1.0;0;1;0.0;1;1;0.8;3;typ;0;‘’;attchd;2003.0;fin;2;420;0.5;0.5;1.0;140;0;0;0;0;0;‘’;‘’;0;0;wd;normal;131500.0;2007-11-20;11;2007;848;848;20
852;2018-02-25;2024-10-18;120.0;rl;0.0;3196;pave;‘’;reg;lvl;allpub;inside;gtl;blmngtn;norm;norm;twnhse;1story;8;5;2003;2003;gable;compshg;vinylsd;vinylsd;brkface;40.0;0.8;0.5;pconc;0.8;0.5;0.8;unf;0;unf;0;1273;gasa;1.0;1.0;sbrkr;1456;0;0;0.0;0;2;0.0;2;1;0.8;7;typ;1;0.5;attchd;2003.0;fin;2;400;0.5;0.5;1.0;143;20;0;0;0;0;‘’;‘’;0;0;wd;normal;215000.0;2006-05-20;5;2006;1273;1456;20
853;2018-02-25;2024-10-19;75.0;rl;53.0;7128;pave;‘’;reg;lvl;allpub;inside;gtl;crawfor;norm;norm;1fam;2.5unf;7;5;1941;1950;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.8;cblock;0.5;0.5;no;rec;364;unf;0;554;gasa;0.8;1.0;sbrkr;918;728;0;0.0;0;2;0.0;4;1;0.5;7;typ;2;0.8;detchd;1941.0;unf;1;240;0.5;0.5;1.0;0;0;0;0;126;0;‘’;mnprv;0;0;wd;normal;164000.0;2007-08-20;8;2007;918;1646;82
854;2018-02-25;2024-10-20;80.0;rl;0.0;12095;pave;‘’;ir1;lvl;allpub;corner;gtl;names;norm;norm;1fam;slvl;6;6;1964;1964;gable;compshg;metalsd;hdboard;brkface;115.0;0.5;0.8;cblock;0.5;0.5;0.8;rec;564;unf;0;563;gasa;0.5;1.0;sbrkr;1445;0;0;0.0;0;1;1.0;3;1;0.5;7;typ;1;0.2;attchd;1964.0;rfn;2;645;0.5;0.5;1.0;180;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;158000.0;2009-08-20;8;2009;1127;1445;59
855;2018-02-25;2024-10-21;20.0;rl;102.0;17920;pave;‘’;reg;lvl;allpub;inside;gtl;sawyer;norm;norm;1fam;1story;5;4;1955;1974;hip;compshg;wd sdng;plywood;none;0.0;0.5;0.5;cblock;0.5;0.5;mn;alq;306;rec;1085;372;gasa;0.5;1.0;sbrkr;1779;0;0;1.0;0;1;1.0;3;1;0.5;6;typ;1;0.8;attchd;1955.0;unf;2;454;0.5;0.5;1.0;0;418;0;0;312;0;‘’;‘’;0;0;wd;abnorml;170000.0;2006-07-20;7;2006;1763;1779;68
856;2018-02-25;2024-10-22;20.0;rl;0.0;6897;pave;‘’;ir1;lvl;allpub;corner;gtl;sawyer;norm;norm;1fam;1story;5;8;1962;2010;gable;compshg;hdboard;hdboard;none;0.0;0.5;0.8;cblock;0.5;0.5;no;alq;659;unf;0;381;gasa;1.0;1.0;sbrkr;1040;0;0;1.0;0;1;1.0;3;1;0.5;6;typ;0;‘’;detchd;1962.0;unf;1;260;0.5;0.5;1.0;0;104;0;0;0;0;‘’;‘’;0;0;wd;normal;127000.0;2010-04-20;4;2010;1040;1040;61
857;2018-02-25;2024-10-23;80.0;rl;0.0;10970;pave;‘’;ir1;low;allpub;inside;mod;collgcr;norm;norm;1fam;slvl;6;6;1978;1978;gable;compshg;plywood;hdboard;none;0.0;0.5;0.5;cblock;0.8;0.8;0.8;glq;505;lwq;435;0;gasa;0.5;1.0;sbrkr;1026;0;0;1.0;0;1;0.0;3;1;0.5;5;typ;0;‘’;detchd;1981.0;unf;2;576;0.5;0.2;1.0;0;0;34;0;0;0;‘’;mnprv;0;0;wd;normal;147000.0;2008-10-20;10;2008;940;1026;45
858;2018-02-25;2024-10-24;60.0;rl;65.0;8125;pave;‘’;reg;lvl;allpub;inside;gtl;gilbert;norm;norm;1fam;2story;6;5;1994;1995;gable;compshg;hdboard;hdboard;none;0.0;0.5;0.5;pconc;0.8;0.5;no;unf;0;unf;0;702;gasa;0.8;1.0;sbrkr;702;779;0;0.0;0;2;1.0;3;1;0.5;6;typ;1;0.5;attchd;1994.0;fin;2;343;0.5;0.5;1.0;0;36;0;0;0;0;‘’;‘’;0;0;wd;normal;174000.0;2009-03-20;3;2009;702;1481;29
859;2018-02-25;2024-10-25;20.0;rl;80.0;10400;pave;‘’;reg;lvl;allpub;inside;gtl;nwames;norm;norm;1fam;1story;7;5;1976;1976;gable;compshg;hdboard;hdboard;brkface;189.0;0.5;0.5;cblock;0.8;0.5;no;unf;0;unf;0;1090;gasa;0.5;1.0;sbrkr;1370;0;0;0.0;0;2;0.0;3;1;0.5;6;typ;1;0.5;attchd;1976.0;rfn;2;479;0.5;0.5;1.0;0;0;0;0;0;0;‘’;mnprv;0;0;wd;family;152000.0;2009-06-20;6;2009;1090;1370;47
860;2018-02-25;2024-10-26;60.0;rl;0.0;11029;pave;‘’;ir1;lvl;allpub;corner;gtl;nwames;posa;norm;1fam;2story;6;7;1968;1984;gable;compshg;hdboard;hdboard;brkface;220.0;0.5;0.5;cblock;0.5;0.5;mn;blq;619;unf;0;435;gasa;0.5;1.0;sbrkr;1512;1142;0;1.0;0;2;1.0;4;1;0.8;9;typ;1;0.8;attchd;1968.0;unf;2;619;0.5;0.5;1.0;0;65;0;0;222;0;‘’;‘’;0;0;wd;normal;250000.0;2006-08-20;8;2006;1054;2654;55
861;2018-02-25;2024-10-27;50.0;rl;55.0;7642;pave;‘’;reg;lvl;allpub;corner;gtl;crawfor;norm;norm;1fam;1.5fin;7;8;1918;1998;gable;compshg;wd sdng;wd sdng;none;0.0;0.8;0.5;brktil;0.5;0.5;no;unf;0;unf;0;912;gasa;0.8;1.0;sbrkr;912;514;0;0.0;0;1;1.0;3;1;0.8;7;typ;1;0.8;detchd;1925.0;unf;1;216;0.5;0.5;1.0;0;240;0;0;0;0;‘’;gdprv;0;0;wd;normal;189950.0;2007-06-20;6;2007;912;1426;105
862;2018-02-25;2024-10-28;190.0;rl;75.0;11625;pave;‘’;reg;lvl;allpub;inside;gtl;sawyer;norm;norm;2fmcon;1story;5;4;1965;1965;hip;compshg;plywood;hdboard;none;0.0;0.5;0.5;pconc;0.5;0.5;mn;blq;841;unf;0;198;gasa;1.0;1.0;sbrkr;1039;0;0;1.0;0;1;1.0;3;1;0.5;6;typ;0;‘’;attchd;1965.0;unf;2;504;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;131500.0;2010-04-20;4;2010;1039;1039;58
863;2018-02-25;2024-10-29;20.0;rl;81.0;9672;pave;‘’;reg;lvl;allpub;corner;gtl;sawyerw;norm;norm;1fam;1story;6;5;1984;1985;hip;compshg;hdboard;plywood;none;0.0;0.5;0.5;pconc;0.8;0.5;no;glq;338;unf;0;702;gasa;0.5;1.0;sbrkr;1097;0;0;0.0;0;2;0.0;3;1;0.5;6;typ;0;‘’;attchd;1986.0;unf;2;480;0.5;0.5;1.0;0;0;0;0;0;0;‘’;gdprv;0;0;wd;normal;152000.0;2010-05-20;5;2010;1040;1097;39
864;2018-02-25;2024-10-30;20.0;rl;70.0;7931;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;5;1959;1959;hip;compshg;brkface;plywood;none;0.0;0.5;0.5;cblock;0.5;0.5;no;blq;1148;unf;0;0;gasa;0.5;1.0;sbrkr;1148;0;0;1.0;0;1;0.0;3;1;0.5;6;typ;0;‘’;attchd;1959.0;unf;1;672;0.5;0.5;1.0;0;0;0;0;0;0;‘’;gdprv;0;0;wd;normal;132500.0;2009-07-20;7;2009;1148;1148;64
865;2018-02-25;2024-10-31;20.0;fv;72.0;8640;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;1story;7;5;2007;2008;gable;compshg;vinylsd;vinylsd;none;0.0;0.8;0.5;pconc;1.0;0.5;no;unf;0;unf;0;1372;gasa;1.0;1.0;sbrkr;1372;0;0;0.0;0;2;0.0;3;1;0.8;6;typ;0;‘’;attchd;2008.0;fin;2;529;0.5;0.5;1.0;0;140;0;0;0;0;‘’;‘’;0;0;new;partial;250580.0;2008-05-20;5;2008;1372;1372;16
866;2018-02-25;2024-11-01;20.0;rl;0.0;8750;pave;‘’;ir1;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;6;1970;1970;gable;compshg;metalsd;metalsd;brkface;76.0;0.5;0.5;cblock;0.5;0.5;no;blq;828;unf;0;174;gasa;0.5;1.0;sbrkr;1002;0;0;1.0;0;1;0.0;3;1;0.5;5;typ;0;‘’;detchd;1973.0;unf;2;902;0.5;0.5;1.0;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;148500.0;2009-08-20;8;2009;1002;1002;53
867;2018-02-25;2024-11-02;20.0;rl;67.0;10656;pave;‘’;ir1;hls;allpub;inside;gtl;timber;norm;norm;1fam;1story;8;5;2006;2007;gable;compshg;vinylsd;vinylsd;stone;274.0;0.8;0.5;pconc;0.8;0.5;av;unf;0;unf;0;1638;gasa;1.0;1.0;sbrkr;1646;0;0;0.0;0;2;0.0;3;1;0.8;6;typ;1;0.8;attchd;2007.0;rfn;3;870;0.5;0.5;1.0;192;80;0;0;0;0;‘’;‘’;0;0;new;partial;248900.0;2007-11-20;11;2007;1638;1646;17
868;2018-02-25;2024-11-03;20.0;rl;85.0;6970;pave;‘’;reg;lvl;allpub;corner;gtl;sawyer;feedr;norm;1fam;1story;4;5;1961;1961;gable;compshg;vinylsd;vinylsd;none;0.0;0.5;0.5;cblock;0.5;0.5;no;alq;932;unf;0;108;gasa;0.5;1.0;sbrkr;1120;0;0;1.0;0;1;1.0;3;1;0.2;5;typ;0;‘’;attchd;1961.0;rfn;2;544;0.5;0.5;1.0;168;0;0;0;0;0;‘’;‘’;shed;400;wd;normal;129000.0;2007-05-20;5;2007;1040;1120;62
869;2018-02-25;2024-11-04;60.0;rl;0.0;14762;pave;‘’;ir2;lvl;allpub;corner;gtl;gilbert;feedr;norm;1fam;2story;5;6;1948;1950;gable;compshg;plywood;plywood;none;0.0;0.5;0.5;slab;‘’;‘’;‘’;‘’;0;‘’;0;0;gasa;0.8;1.0;sbrkr;1547;720;53;0.0;0;2;0.0;2;1;0.5;7;typ;1;0.5;attchd;1979.0;unf;2;672;0.5;0.5;0.5;120;144;0;0;0;0;‘’;‘’;0;0;wd;normal;169000.0;2006-05-20;5;2006;0;2320;75
870;2018-02-25;2024-11-05;60.0;rl;80.0;9938;pave;‘’;reg;lvl;allpub;inside;gtl;sawyerw;norm;norm;1fam;2story;7;5;1993;1994;gable;compshg;metalsd;metalsd;brkface;246.0;0.8;0.5;pconc;0.8;0.5;no;glq;750;unf;0;300;gasa;1.0;1.0;sbrkr;1062;887;0;1.0;0;2;1.0;3;1;0.8;8;typ;1;0.5;attchd;1993.0;fin;2;574;0.5;0.5;1.0;156;90;0;0;0;0;‘’;gdprv;0;0;wd;normal;236000.0;2010-06-20;6;2010;1050;1949;30
871;2018-02-25;2024-11-06;20.0;rl;60.0;6600;pave;‘’;reg;lvl;allpub;inside;gtl;names;posn;norm;1fam;1story;5;5;1962;1962;hip;compshg;metalsd;metalsd;none;0.0;0.5;0.5;cblock;0.5;0.5;no;unf;0;unf;0;894;gasa;0.8;0.0;sbrkr;894;0;0;0.0;0;1;0.0;2;1;0.5;5;typ;0;‘’;detchd;1962.0;unf;1;308;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;109500.0;2009-08-20;8;2009;894;894;61
872;2018-02-25;2024-11-07;60.0;rl;70.0;8750;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;2story;6;5;1998;1998;gable;compshg;vinylsd;vinylsd;brkface;116.0;0.5;0.5;pconc;0.8;0.5;no;glq;505;unf;0;299;gasa;1.0;1.0;sbrkr;804;878;0;0.0;0;2;1.0;3;1;0.8;7;typ;0;‘’;attchd;1998.0;rfn;2;523;0.5;0.5;1.0;0;77;0;0;0;0;‘’;‘’;0;0;wd;normal;200500.0;2010-06-20;6;2010;804;1682;25
873;2018-02-25;2024-11-08;20.0;rl;74.0;8892;pave;‘’;reg;lvl;allpub;corner;gtl;names;norm;norm;1fam;1story;5;7;1953;1996;gable;compshg;wdshing;wd shng;none;0.0;0.8;0.5;stone;0.5;0.5;av;unf;0;unf;0;105;gasa;0.8;1.0;sbrkr;910;0;0;0.0;0;1;0.0;3;1;0.8;5;typ;0;‘’;attchd;1953.0;unf;2;414;0.5;0.5;1.0;196;0;150;0;0;0;‘’;gdwo;0;0;wd;normal;116000.0;2008-10-20;10;2008;105;910;70
874;2018-02-25;2024-11-09;40.0;rl;60.0;12144;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;7;1949;1950;gable;compshg;hdboard;hdboard;none;0.0;0.8;0.5;cblock;0.5;0.5;no;rec;375;unf;0;457;gasa;0.8;1.0;sbrkr;1036;0;232;0.0;0;1;0.0;3;1;0.5;6;typ;1;0.8;attchd;1949.0;unf;1;288;0.5;0.5;1.0;0;28;0;0;0;0;‘’;‘’;othr;0;wd;normal;133000.0;2009-09-20;9;2009;832;1268;74
875;2018-02-25;2024-11-10;50.0;rm;52.0;5720;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;artery;norm;1fam;1.5fin;5;6;1941;1950;gable;compshg;wd sdng;wd sdng;none;0.0;0.5;0.5;cblock;0.5;0.5;no;unf;0;unf;0;676;gasa;1.0;1.0;sbrkr;676;455;0;0.0;0;1;1.0;3;1;0.5;5;typ;0;‘’;detchd;1941.0;unf;1;200;0.5;0.5;1.0;26;0;0;0;0;0;‘’;‘’;0;0;wd;abnorml;66500.0;2009-08-20;8;2009;676;1131;82
876;2018-02-25;2024-11-11;60.0;fv;75.0;9000;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;2story;8;5;2007;2007;gable;compshg;cemntbd;cmentbd;none;0.0;0.8;0.5;pconc;0.8;0.5;av;glq;64;unf;0;1120;gasa;1.0;1.0;sbrkr;1184;1426;0;0.0;0;2;1.0;4;1;1.0;11;typ;1;0.8;builtin;2007.0;fin;2;550;0.5;0.5;1.0;208;364;0;0;0;0;‘’;‘’;0;0;new;partial;303477.0;2007-08-20;8;2007;1184;2610;16
877;2018-02-25;2024-11-12;20.0;rl;94.0;25286;pave;‘’;reg;hls;allpub;inside;mod;mitchel;norm;norm;1fam;1story;4;5;1963;1963;gable;compshg;hdboard;plywood;none;0.0;0.5;0.5;pconc;0.5;0.5;0.8;alq;633;unf;0;431;gasa;0.8;1.0;sbrkr;1040;0;0;1.0;0;1;0.0;3;1;0.5;5;typ;0;‘’;attchd;1963.0;unf;2;648;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;132250.0;2007-01-20;1;2007;1064;1040;60
878;2018-02-25;2024-11-13;60.0;rl;74.0;8834;pave;‘’;reg;lvl;allpub;inside;gtl;nridght;norm;norm;1fam;2story;9;5;2004;2005;hip;compshg;vinylsd;vinylsd;stone;216.0;0.8;0.5;pconc;1.0;0.5;no;glq;1170;unf;0;292;gasa;1.0;1.0;sbrkr;1462;762;0;1.0;0;2;1.0;4;1;1.0;10;typ;1;0.8;attchd;2004.0;fin;3;738;0.5;0.5;1.0;184;0;0;0;0;0;‘’;‘’;0;0;wd;normal;350000.0;2009-06-20;6;2009;1462;2224;19
879;2018-02-25;2024-11-14;85.0;rl;88.0;11782;pave;‘’;ir1;lvl;allpub;inside;gtl;sawyer;norm;norm;1fam;sfoyer;5;7;1961;1995;gable;compshg;hdboard;hdboard;none;0.0;0.5;0.5;cblock;0.5;0.5;av;alq;899;unf;0;210;gasa;0.5;1.0;sbrkr;1155;0;0;1.0;0;1;0.0;3;1;0.8;6;min2;0;‘’;detchd;1987.0;unf;2;576;0.5;0.5;1.0;192;0;0;0;0;0;‘’;mnprv;shed;400;wd;normal;148000.0;2010-06-20;6;2010;1109;1155;62
880;2018-02-25;2024-11-15;20.0;rl;0.0;7000;pave;‘’;ir1;lvl;allpub;culdsac;gtl;collgcr;norm;norm;1fam;1story;5;8;1978;2005;gable;compshg;vinylsd;vinylsd;brkface;90.0;0.8;0.8;cblock;0.5;0.5;no;alq;646;unf;0;218;gasa;1.0;1.0;sbrkr;864;0;0;1.0;0;1;0.0;3;1;0.5;6;typ;0;‘’;attchd;1978.0;unf;1;336;0.5;0.5;1.0;0;0;0;0;0;0;‘’;gdwo;0;0;wd;normal;136500.0;2009-07-20;7;2009;864;864;45
881;2018-02-25;2024-11-16;20.0;rl;60.0;7024;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;norm;norm;1fam;1story;5;5;2005;2006;gable;compshg;vinylsd;vinylsd;none;0.0;0.5;0.5;pconc;1.0;0.8;no;alq;980;unf;0;110;gasa;0.8;1.0;sbrkr;1090;0;0;1.0;0;1;1.0;2;1;0.5;5;typ;0;‘’;attchd;2005.0;fin;2;450;0.5;0.5;1.0;0;49;0;0;0;0;‘’;‘’;0;0;wd;normal;157000.0;2007-06-20;6;2007;1090;1090;18
882;2018-02-25;2024-11-17;50.0;rl;44.0;13758;pave;‘’;ir1;lvl;allpub;culdsac;gtl;timber;norm;norm;1fam;1.5fin;7;5;1990;1991;gable;compshg;hdboard;hdboard;brkface;117.0;0.8;0.8;cblock;0.8;0.5;mn;lwq;902;unf;0;254;gasa;1.0;1.0;sbrkr;1187;530;0;0.0;0;2;1.0;3;1;0.8;7;typ;1;0.5;attchd;1990.0;rfn;2;400;0.5;0.5;1.0;168;36;0;0;0;0;‘’;‘’;0;0;wd;normal;187500.0;2007-04-20;4;2007;1156;1717;33
883;2018-02-25;2024-11-18;60.0;rl;0.0;9636;pave;‘’;ir1;lvl;allpub;corner;gtl;gilbert;norm;norm;1fam;2story;6;5;1992;1993;gable;compshg;vinylsd;vinylsd;none;0.0;0.5;0.5;pconc;0.8;0.5;no;unf;0;unf;0;808;gasa;0.8;1.0;sbrkr;808;785;0;0.0;0;2;1.0;3;1;0.5;7;typ;1;0.5;builtin;1993.0;rfn;2;389;0.5;0.5;1.0;342;40;0;0;0;0;‘’;mnprv;0;0;wd;normal;178000.0;2009-12-20;12;2009;808;1593;31
884;2018-02-25;2024-11-19;75.0;rl;60.0;6204;pave;‘’;reg;bnk;allpub;inside;gtl;swisu;norm;norm;1fam;2.5fin;4;5;1912;1950;gable;compshg;wd sdng;wd sdng;none;0.0;0.8;0.5;pconc;0.5;0.2;no;unf;0;unf;0;795;gasa;0.5;0.0;sbrkr;954;795;481;1.0;0;1;0.0;5;1;0.5;10;typ;0;‘’;detchd;1997.0;unf;1;440;0.5;0.8;1.0;0;188;0;0;0;0;‘’;‘’;0;0;wd;normal;118500.0;2006-03-20;3;2006;795;2230;111
885;2018-02-25;2024-11-20;20.0;rl;65.0;7150;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;5;1967;1967;gable;compshg;hdboard;hdboard;brkface;60.0;0.5;0.5;cblock;0.5;0.5;no;blq;432;unf;0;460;gasa;0.5;1.0;sbrkr;892;0;0;0.0;0;1;0.0;3;1;0.5;5;typ;0;‘’;attchd;1967.0;rfn;1;288;0.5;0.5;1.0;0;0;0;0;0;0;‘’;gdwo;0;0;wd;normal;100000.0;2009-07-20;7;2009;892;892;56
886;2018-02-25;2024-11-21;120.0;fv;50.0;5119;pave;‘’;ir1;lvl;allpub;culdsac;gtl;somerst;norm;norm;twnhse;1story;9;5;1999;2000;gable;compshg;metalsd;metalsd;brkface;60.0;0.8;0.5;pconc;1.0;0.5;av;glq;1238;unf;0;460;gasa;1.0;1.0;sbrkr;1709;0;0;1.0;0;2;0.0;2;1;0.8;5;typ;1;0.5;attchd;1999.0;fin;2;506;0.5;0.5;1.0;97;65;0;0;0;0;‘’;‘’;0;0;cwd;abnorml;328900.0;2008-01-20;1;2008;1698;1709;24
887;2018-02-25;2024-11-22;90.0;rl;70.0;8393;pave;‘’;reg;lvl;allpub;corner;gtl;names;norm;norm;duplex;1story;5;5;1959;2005;gable;compshg;metalsd;metalsd;brkface;122.0;0.5;0.5;cblock;0.5;0.5;no;lwq;528;unf;0;1098;gasa;1.0;1.0;sbrkr;1712;0;0;0.0;0;2;0.0;4;2;0.5;8;typ;0;‘’;attchd;2005.0;fin;2;588;0.5;0.5;1.0;272;54;0;0;0;0;‘’;‘’;0;0;wd;family;145000.0;2006-06-20;6;2006;1626;1712;64
888;2018-02-25;2024-11-23;50.0;rl;59.0;16466;pave;‘’;ir1;lvl;allpub;inside;gtl;edwards;norm;norm;1fam;1.5fin;5;7;1955;1955;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.8;pconc;0.5;0.5;no;unf;0;unf;0;816;gasa;0.5;1.0;sbrkr;872;521;0;0.0;0;1;1.0;3;1;0.5;8;typ;0;‘’;attchd;1955.0;unf;1;300;0.5;0.5;1.0;121;0;0;0;265;0;‘’;‘’;0;0;wd;normal;135500.0;2008-04-20;4;2008;816;1393;68
889;2018-02-25;2024-11-24;20.0;rl;95.0;15865;pave;‘’;ir1;lvl;allpub;inside;mod;names;norm;norm;1fam;1story;8;6;1970;1970;flat;tar&grv;wd sdng;wd sdng;none;0.0;0.8;0.8;pconc;0.5;0.8;0.8;alq;351;rec;823;1043;gasa;1.0;1.0;sbrkr;2217;0;0;1.0;0;2;0.0;4;1;0.8;8;typ;1;0.5;attchd;1970.0;unf;2;621;0.5;0.5;1.0;81;207;0;0;224;0;‘’;‘’;0;0;wd;normal;268000.0;2007-10-20;10;2007;2217;2217;53
890;2018-02-25;2024-11-25;20.0;rl;128.0;12160;pave;‘’;reg;lvl;allpub;inside;gtl;names;feedr;norm;1fam;1story;6;4;1953;1953;hip;compshg;wd sdng;wd sdng;brkface;90.0;0.5;0.5;cblock;0.5;0.5;no;blq;1024;unf;0;481;gasa;1.0;1.0;sbrkr;1505;0;0;1.0;0;1;0.0;2;1;0.5;6;typ;1;0.5;attchd;1953.0;rfn;2;505;0.5;0.5;1.0;0;0;0;162;0;0;‘’;‘’;0;0;wd;normal;149500.0;2009-02-20;2;2009;1505;1505;70
891;2018-02-25;2024-11-26;50.0;rl;60.0;8064;pave;‘’;reg;lvl;allpub;corner;gtl;names;artery;norm;1fam;1.5fin;5;7;1949;2006;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.8;cblock;0.5;0.5;mn;unf;0;unf;0;672;gasa;1.0;1.0;sbrkr;672;252;0;0.0;0;1;0.0;3;1;0.5;6;typ;1;0.0;detchd;2003.0;unf;2;576;0.5;0.5;1.0;0;0;0;0;0;0;‘’;mnprv;shed;2000;wd;normal;122900.0;2007-07-20;7;2007;672;924;74
892;2018-02-25;2024-11-27;60.0;rl;70.0;11184;pave;‘’;reg;lvl;allpub;inside;gtl;sawyer;norm;norm;1fam;2story;6;5;1978;1978;hip;compshg;hdboard;hdboard;brkface;92.0;0.5;0.5;cblock;0.5;0.5;no;lwq;226;rec;500;192;gasa;0.8;1.0;sbrkr;918;765;0;0.0;0;2;1.0;3;1;0.5;7;typ;1;0.5;attchd;1978.0;rfn;2;440;0.5;0.5;1.0;243;0;0;0;0;0;‘’;‘’;0;0;wd;normal;172500.0;2009-07-20;7;2009;918;1683;45
893;2018-02-25;2024-11-28;20.0;rl;70.0;8414;pave;‘’;reg;lvl;allpub;inside;gtl;sawyer;norm;norm;1fam;1story;6;8;1963;2003;hip;compshg;hdboard;hdboard;none;0.0;0.5;0.5;cblock;0.5;0.5;no;glq;663;unf;0;396;gasa;0.5;1.0;sbrkr;1068;0;0;0.0;1;1;0.0;3;1;0.5;6;typ;0;‘’;attchd;1963.0;rfn;1;264;0.5;0.5;1.0;192;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;154500.0;2006-02-20;2;2006;1059;1068;60
894;2018-02-25;2024-11-29;20.0;rl;0.0;13284;pave;‘’;reg;lvl;allpub;inside;gtl;sawyer;posn;norm;1fam;1story;5;5;1954;1954;gable;compshg;wd sdng;plywood;none;0.0;0.5;0.5;pconc;0.8;0.5;mn;blq;1064;unf;0;319;gasa;0.5;1.0;sbrkr;1383;0;0;1.0;0;1;0.0;3;1;0.5;6;typ;1;0.8;attchd;1954.0;unf;1;354;0.5;0.5;1.0;511;116;0;0;0;0;‘’;gdprv;0;0;wd;normal;165000.0;2008-06-20;6;2008;1383;1383;69
895;2018-02-25;2024-11-30;90.0;rl;64.0;7018;pave;‘’;reg;bnk;allpub;inside;gtl;sawyerw;norm;norm;duplex;1story;5;5;1979;1979;gable;compshg;plywood;plywood;none;0.0;0.5;0.5;slab;‘’;‘’;‘’;‘’;0;‘’;0;0;gasa;0.5;1.0;sbrkr;1535;0;0;0.0;0;2;0.0;4;2;0.5;8;typ;0;‘’;attchd;1979.0;unf;2;400;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;alloca;118858.0;2009-06-20;6;2009;0;1535;44
896;2018-02-25;2024-12-01;60.0;rl;71.0;7056;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;2story;6;5;1963;1963;hip;compshg;hdboard;hdboard;brkface;415.0;0.5;0.5;cblock;0.5;0.5;no;blq;400;unf;0;380;gasa;0.5;1.0;sbrkr;983;813;0;1.0;0;1;1.0;4;1;0.5;8;typ;1;0.5;attchd;1963.0;rfn;2;483;0.5;0.5;1.0;0;50;0;0;0;0;‘’;‘’;0;0;wd;normal;140000.0;2008-10-20;10;2008;780;1796;60
